,연도,학과,학생구분,응시자수,학과_1,학과_2,학과_3,학과_4,학생구분_1,학생구분_2,학생구분_3,학생구분_4,응시자수_1,응시자수_2,응시자수_3,응시자수_4
253,2015,자동화시스템과,재학생,47,산업경영과,의공융합과,토목환경과,건축과,재학생,재학생,재학생,재학생,40.0,24.0,41.0,64.0
254,2015,산업경영과,재학생,40,의공융합과,토목환경과,건축과,건축설비소방과,재학생,재학생,재학생,재학생,24.0,41.0,64.0,22.0
255,2015,의공융합과,재학생,24,토목환경과,건축과,건축설비소방과,실내디자인과,재학생,재학생,재학생,재학생,41.0,64.0,22.0,29.0
256,2015,토목환경과,재학생,41,건축과,건축설비소방과,실내디자인과,디지털전자과,재학생,재학생,재학생,재학생,64.0,22.0,29.0,43.0
257,2015,건축과,재학생,64,건축설비소방과,실내디자인과,디지털전자과,전자통신과,재학생,재학생,재학생,재학생,22.0,29.0,43.0,44.0
258,2015,건축설비소방과,재학생,22,실내디자인과,디지털전자과,전자통신과,방송음향영상과,재학생,재학생,재학생,재학생,29.0,43.0,44.0,39.0
259,2015,실내디자인과,재학생,29,디지털전자과,전자통신과,방송음향영상과,컴퓨터소프트웨어과,재학생,재학생,재학생,재학생,43.0,44.0,39.0,41.0
260,2015,디지털전자과,재학생,43,전자통신과,방송음향영상과,컴퓨터소프트웨어과,모바일인터넷과,재학생,재학생,재학생,재학생,44.0,39.0,41.0,22.0
261,2015,전자통신과,재학생,44,방송음향영상과,컴퓨터소프트웨어과,모바일인터넷과,경영과,재학생,재학생,재학생,재학생,39.0,41.0,22.0,30.0
262,2015,방송음향영상과,재학생,39,컴퓨터소프트웨어과,모바일인터넷과,경영과,세무회계과,재학생,재학생,재학생,재학생,41.0,22.0,30.0,42.0
263,2015,컴퓨터소프트웨어과,재학생,41,모바일인터넷과,경영과,세무회계과,사회복지과,재학생,재학생,재학생,재학생,22.0,30.0,42.0,27.0
264,2015,모바일인터넷과,재학생,22,경영과,세무회계과,사회복지과,호텔관광과,재학생,재학생,재학생,재학생,30.0,42.0,27.0,15.0
265,2015,경영과,재학생,30,세무회계과,사회복지과,호텔관광과,항공서비스과,재학생,재학생,재학생,재학생,42.0,27.0,15.0,25.0
266,2015,세무회계과,재학생,42,사회복지과,호텔관광과,항공서비스과,문헌정보과,재학생,재학생,재학생,재학생,27.0,15.0,25.0,31.0
267,2015,사회복지과,재학생,27,호텔관광과,항공서비스과,문헌정보과,비서사무행정과,재학생,재학생,재학생,재학생,15.0,25.0,31.0,35.0
268,2015,호텔관광과,재학생,15,항공서비스과,문헌정보과,비서사무행정과,유아교육과,재학생,재학생,재학생,재학생,25.0,31.0,35.0,29.0
269,2015,항공서비스과,재학생,25,문헌정보과,비서사무행정과,유아교육과,스포츠지도과,재학생,재학생,재학생,재학생,31.0,35.0,29.0,40.0
270,2015,문헌정보과,재학생,31,비서사무행정과,유아교육과,스포츠지도과,호텔조리과,재학생,재학생,재학생,재학생,35.0,29.0,40.0,15.0
271,2015,비서사무행정과,재학생,35,유아교육과,스포츠지도과,호텔조리과,호텔외식서비스과,재학생,재학생,재학생,재학생,29.0,40.0,15.0,15.0
272,2015,유아교육과,재학생,29,스포츠지도과,호텔조리과,호텔외식서비스과,언어재활과,재학생,재학생,재학생,재학생,40.0,15.0,15.0,29.0
273,2015,스포츠지도과,재학생,40,호텔조리과,호텔외식서비스과,언어재활과,중국비즈니스과,재학생,재학생,재학생,재학생,15.0,15.0,29.0,27.0
274,2015,호텔조리과,재학생,15,호텔외식서비스과,언어재활과,중국비즈니스과,,재학생,재학생,재학생,,15.0,29.0,27.0,
275,2015,호텔외식서비스과,재학생,15,언어재활과,중국비즈니스과,,,재학생,재학생,,,29.0,27.0,,
276,2015,언어재활과,재학생,29,중국비즈니스과,,,,재학생,,,,27.0,,,
277,2015,중국비즈니스과,재학생,27,,,,,,,,,,,,
